name,company,year,Price,kms_driven,fuel_type
Renault Duster,Renault,Duster,2010,14091,Diesel,Automatic,702268
Renault Duster,Renault,Duster,2015,192451,Diesel,Automatic,762779
Hyundai i20,Hyundai,i20,2005,76052,Petrol,Manual,1141331
Volkswagen Polo,Volkswagen,Polo,2015,182384,CNG,Manual,50000
Honda Amaze,Honda,Amaze,2006,121895,CNG,Automatic,324554
Volkswagen Vento,Volkswagen,Vento,2014,103147,CNG,Automatic,1257766
Maruti Baleno,Maruti,Baleno,2018,159897,CNG,Automatic,905545
Renault Kwid,Renault,Kwid,2020,61124,Diesel,Manual,263986
Tata Nexon,Tata,Nexon,2005,43747,Petrol,Manual,1194091
Mahindra XUV500,Mahindra,XUV500,2017,185479,Diesel,Manual,151492
Toyota Innova,Toyota,Innova,2023,123236,Petrol,Manual,1293823
Renault Duster,Renault,Duster,2005,93383,Diesel,Automatic,617027
Ford EcoSport,Ford,EcoSport,2014,128057,Petrol,Manual,1023338
Honda Amaze,Honda,Amaze,2007,195420,Diesel,Automatic,715114
Kia Seltos,Kia,Seltos,2022,48567,Petrol,Automatic,919213
Renault Duster,Renault,Duster,2013,45708,Diesel,Manual,1159729
Renault Kwid,Renault,Kwid,2008,170320,Petrol,Manual,1017530
Toyota Glanza,Toyota,Glanza,2020,165600,CNG,Automatic,487123
Volkswagen Vento,Volkswagen,Vento,2012,64643,CNG,Manual,120209
Maruti Dzire,Maruti,Dzire,2016,111732,Petrol,Manual,665223
Hyundai Verna,Hyundai,Verna,2008,116830,Petrol,Automatic,166937
Honda Jazz,Honda,Jazz,2005,34079,Petrol,Manual,919576
Renault Duster,Renault,Duster,2009,42283,Diesel,Manual,178283
Kia Sonet,Kia,Sonet,2011,172645,Diesel,Manual,1154007
Ford Endeavour,Ford,Endeavour,2011,78508,CNG,Manual,811239
Tata Altroz,Tata,Altroz,2011,28031,CNG,Manual,133944
Maruti WagonR,Maruti,WagonR,2006,116682,CNG,Automatic,576130
Ford EcoSport,Ford,EcoSport,2008,63232,Diesel,Automatic,279345
Honda City,Honda,City,2007,80142,Diesel,Automatic,50000
Toyota Glanza,Toyota,Glanza,2015,18281,Petrol,Manual,870832
Maruti Dzire,Maruti,Dzire,2010,57463,CNG,Automatic,167201
Ford Endeavour,Ford,Endeavour,2019,45477,Petrol,Automatic,911936
Honda City,Honda,City,2007,19106,CNG,Manual,692796
Honda City,Honda,City,2015,97796,Diesel,Automatic,1350305
Renault Duster,Renault,Duster,2013,30663,CNG,Manual,1286080
Maruti Dzire,Maruti,Dzire,2019,178428,Petrol,Manual,224119
Renault Kwid,Renault,Kwid,2023,60349,Diesel,Manual,279292
Kia Sonet,Kia,Sonet,2006,17749,CNG,Automatic,986686
Kia Sonet,Kia,Sonet,2020,66837,Diesel,Automatic,323026
Honda City,Honda,City,2009,195688,Diesel,Manual,486900
Tata Tiago,Tata,Tiago,2012,111942,Petrol,Automatic,989621
Renault Duster,Renault,Duster,2013,180240,CNG,Manual,1267401
Volkswagen Polo,Volkswagen,Polo,2019,42086,CNG,Automatic,271317
Toyota Fortuner,Toyota,Fortuner,2014,30108,Diesel,Manual,463554
Kia Seltos,Kia,Seltos,2018,80575,Petrol,Manual,927556
Tata Tiago,Tata,Tiago,2020,96081,CNG,Manual,584989
Hyundai i20,Hyundai,i20,2011,177228,Petrol,Automatic,1226772
Ford Endeavour,Ford,Endeavour,2015,76835,CNG,Manual,1205027
Toyota Innova,Toyota,Innova,2011,65804,Diesel,Automatic,181840
Maruti Swift,Maruti,Swift,2005,45121,CNG,Manual,162437
Ford EcoSport,Ford,EcoSport,2023,72411,CNG,Automatic,479629
Volkswagen Vento,Volkswagen,Vento,2014,35419,Petrol,Automatic,512317
Mahindra XUV300,Mahindra,XUV300,2014,126615,Diesel,Manual,1299318
Honda Jazz,Honda,Jazz,2022,149636,CNG,Automatic,156921
Maruti Baleno,Maruti,Baleno,2009,89133,Petrol,Automatic,772887
Kia Seltos,Kia,Seltos,2005,128253,Diesel,Manual,762302
Ford Endeavour,Ford,Endeavour,2005,68689,Diesel,Manual,274815
Maruti Swift,Maruti,Swift,2009,71407,CNG,Automatic,1020752
Hyundai i20,Hyundai,i20,2008,29422,Petrol,Automatic,612836
Toyota Innova,Toyota,Innova,2012,192112,Diesel,Automatic,746604
Mahindra XUV500,Mahindra,XUV500,2021,163833,CNG,Manual,1370512
Hyundai i10,Hyundai,i10,2010,146063,CNG,Manual,395423
Volkswagen Vento,Volkswagen,Vento,2020,34874,Petrol,Manual,694915
Kia Seltos,Kia,Seltos,2022,133326,Diesel,Manual,642193
Toyota Fortuner,Toyota,Fortuner,2023,33375,Petrol,Automatic,959851
Toyota Fortuner,Toyota,Fortuner,2009,95037,CNG,Manual,1006744
Kia Sonet,Kia,Sonet,2010,62692,CNG,Automatic,1258211
Volkswagen Vento,Volkswagen,Vento,2013,55175,Petrol,Manual,53627
Renault Kwid,Renault,Kwid,2021,22067,Petrol,Manual,217968
Tata Harrier,Tata,Harrier,2015,15913,CNG,Automatic,982091
Hyundai Creta,Hyundai,Creta,2013,102399,Diesel,Manual,970868
Volkswagen Vento,Volkswagen,Vento,2005,5123,CNG,Manual,50000
Honda City,Honda,City,2012,119551,Petrol,Manual,295366
Hyundai Creta,Hyundai,Creta,2010,113620,Diesel,Automatic,369541
Volkswagen Polo,Volkswagen,Polo,2017,51037,CNG,Automatic,536678
Honda City,Honda,City,2006,186415,Petrol,Manual,52715
Hyundai i10,Hyundai,i10,2022,27505,Petrol,Manual,842277
Kia Seltos,Kia,Seltos,2017,54939,CNG,Manual,410628
Maruti Alto,Maruti,Alto,2019,64262,CNG,Manual,180411
Renault Duster,Renault,Duster,2009,127148,Diesel,Manual,218577
Honda City,Honda,City,2013,165305,Diesel,Manual,1116692
Maruti Alto,Maruti,Alto,2023,65196,Petrol,Manual,824972
Volkswagen Polo,Volkswagen,Polo,2014,110439,CNG,Manual,485509
Tata Tiago,Tata,Tiago,2015,158511,Petrol,Manual,84432
Ford Endeavour,Ford,Endeavour,2008,115552,Diesel,Manual,253514
Toyota Innova,Toyota,Innova,2016,39867,Petrol,Automatic,1340700
Ford Endeavour,Ford,Endeavour,2007,124250,CNG,Automatic,158467
Tata Nexon,Tata,Nexon,2023,104067,CNG,Automatic,374266
Honda Jazz,Honda,Jazz,2019,62466,CNG,Manual,1201326
Maruti Dzire,Maruti,Dzire,2007,60929,CNG,Automatic,339313
Maruti Swift,Maruti,Swift,2005,174958,CNG,Manual,705221
Ford Endeavour,Ford,Endeavour,2015,52490,CNG,Manual,1111884
Renault Duster,Renault,Duster,2021,199298,CNG,Automatic,444326
Tata Nexon,Tata,Nexon,2016,133214,Diesel,Automatic,816672
Volkswagen Polo,Volkswagen,Polo,2010,179175,Diesel,Manual,498427
Tata Harrier,Tata,Harrier,2018,74746,Petrol,Automatic,733992
Volkswagen Polo,Volkswagen,Polo,2022,37772,Petrol,Automatic,1240432
Toyota Glanza,Toyota,Glanza,2006,116801,Diesel,Automatic,50000
Honda City,Honda,City,2022,151175,Petrol,Automatic,1038912
Kia Seltos,Kia,Seltos,2017,71366,Petrol,Automatic,961825
Honda Amaze,Honda,Amaze,2005,175428,Diesel,Automatic,556265
Maruti Alto,Maruti,Alto,2023,182655,Diesel,Manual,1334930
Maruti Dzire,Maruti,Dzire,2023,136505,Petrol,Manual,319945
Honda Amaze,Honda,Amaze,2010,197621,Petrol,Manual,787513
Kia Sonet,Kia,Sonet,2013,61717,Diesel,Manual,1326026
Renault Kwid,Renault,Kwid,2020,17818,Diesel,Automatic,1420971
Mahindra XUV300,Mahindra,XUV300,2009,75647,Petrol,Automatic,728966
Renault Duster,Renault,Duster,2009,108340,Petrol,Automatic,318361
Tata Nexon,Tata,Nexon,2009,18986,Diesel,Automatic,1211467
Ford Endeavour,Ford,Endeavour,2006,138622,Diesel,Manual,50000
Hyundai i10,Hyundai,i10,2006,12762,Diesel,Automatic,853259
Honda Amaze,Honda,Amaze,2022,39748,Diesel,Manual,503345
Hyundai i10,Hyundai,i10,2005,113655,Petrol,Automatic,389810
Hyundai Creta,Hyundai,Creta,2005,33490,CNG,Automatic,105726
Kia Sonet,Kia,Sonet,2009,141318,Diesel,Automatic,50000
Kia Sonet,Kia,Sonet,2017,192391,CNG,Manual,971604
Mahindra XUV300,Mahindra,XUV300,2018,25899,Petrol,Automatic,258875
Renault Duster,Renault,Duster,2005,22403,Petrol,Manual,1245066
Renault Duster,Renault,Duster,2010,123404,Petrol,Manual,175098
Maruti Baleno,Maruti,Baleno,2008,40861,CNG,Automatic,782284
Ford EcoSport,Ford,EcoSport,2013,31109,Diesel,Automatic,82654
Mahindra Scorpio,Mahindra,Scorpio,2007,26517,CNG,Manual,1264862
Hyundai Verna,Hyundai,Verna,2011,78624,CNG,Manual,200470
Ford EcoSport,Ford,EcoSport,2019,39705,Diesel,Manual,834029
Maruti Alto,Maruti,Alto,2011,17420,Petrol,Manual,1289209
Ford EcoSport,Ford,EcoSport,2009,23315,Diesel,Manual,231907
Renault Duster,Renault,Duster,2023,198779,Petrol,Automatic,896104
Toyota Fortuner,Toyota,Fortuner,2016,23316,CNG,Manual,1288101
Hyundai i20,Hyundai,i20,2023,196175,Petrol,Automatic,905878
Maruti Dzire,Maruti,Dzire,2019,159102,Petrol,Manual,737248
Honda Amaze,Honda,Amaze,2010,191629,CNG,Manual,582546
Toyota Fortuner,Toyota,Fortuner,2017,23529,Petrol,Automatic,435883
Toyota Glanza,Toyota,Glanza,2020,78295,Diesel,Manual,138248
Toyota Fortuner,Toyota,Fortuner,2019,125578,Diesel,Manual,1155824
Mahindra XUV300,Mahindra,XUV300,2013,105190,CNG,Manual,435302
Toyota Fortuner,Toyota,Fortuner,2006,137622,Petrol,Automatic,1176822
Volkswagen Polo,Volkswagen,Polo,2015,58036,Petrol,Manual,209677
Renault Kwid,Renault,Kwid,2014,109888,Petrol,Automatic,1156576
Hyundai Verna,Hyundai,Verna,2017,88216,CNG,Manual,580410
Hyundai Verna,Hyundai,Verna,2023,40813,Diesel,Manual,738038
Tata Nexon,Tata,Nexon,2017,187444,CNG,Manual,1264463
Tata Altroz,Tata,Altroz,2008,9386,Diesel,Automatic,303354
Volkswagen Polo,Volkswagen,Polo,2021,115764,Diesel,Automatic,374991
Toyota Fortuner,Toyota,Fortuner,2016,87860,Diesel,Manual,149318
Mahindra Scorpio,Mahindra,Scorpio,2012,61249,Petrol,Manual,706667
Volkswagen Polo,Volkswagen,Polo,2017,162544,CNG,Automatic,100613
Maruti Alto,Maruti,Alto,2015,86820,CNG,Automatic,442075
Tata Tiago,Tata,Tiago,2020,48983,Petrol,Automatic,678865
Mahindra XUV300,Mahindra,XUV300,2016,34954,CNG,Automatic,1036248
Hyundai i20,Hyundai,i20,2009,109785,Diesel,Automatic,1036563
Renault Kwid,Renault,Kwid,2016,99939,Diesel,Automatic,649868
Ford Endeavour,Ford,Endeavour,2005,118371,Diesel,Automatic,1018778
Mahindra Scorpio,Mahindra,Scorpio,2006,22419,CNG,Manual,146477
Hyundai i10,Hyundai,i10,2006,53147,CNG,Manual,444871
Ford Endeavour,Ford,Endeavour,2023,124973,Diesel,Manual,901096
Honda City,Honda,City,2010,90649,CNG,Manual,1159103
Tata Harrier,Tata,Harrier,2016,199053,Diesel,Manual,538730
Renault Kwid,Renault,Kwid,2012,158360,Diesel,Automatic,496670
Renault Duster,Renault,Duster,2015,45640,CNG,Manual,1346581
Maruti Dzire,Maruti,Dzire,2006,108464,Petrol,Automatic,140350
Mahindra XUV300,Mahindra,XUV300,2023,28412,CNG,Manual,999950
Mahindra XUV500,Mahindra,XUV500,2022,156778,Petrol,Automatic,261019
Toyota Innova,Toyota,Innova,2017,107926,Petrol,Manual,155871
Hyundai Creta,Hyundai,Creta,2014,120233,CNG,Manual,468573
Mahindra XUV500,Mahindra,XUV500,2014,136577,CNG,Automatic,672277
Ford Endeavour,Ford,Endeavour,2021,51269,Diesel,Manual,944311
Ford EcoSport,Ford,EcoSport,2014,131636,Petrol,Manual,50000
Renault Kwid,Renault,Kwid,2010,86043,Petrol,Automatic,182364
Maruti Baleno,Maruti,Baleno,2008,163519,CNG,Manual,385835
Maruti Baleno,Maruti,Baleno,2005,110358,CNG,Manual,50000
Kia Sonet,Kia,Sonet,2020,97275,CNG,Manual,345703
Mahindra Scorpio,Mahindra,Scorpio,2012,81775,Diesel,Automatic,266089
Maruti Dzire,Maruti,Dzire,2015,31517,CNG,Manual,620398
Renault Kwid,Renault,Kwid,2010,29908,Petrol,Automatic,113066
Volkswagen Polo,Volkswagen,Polo,2011,40672,Diesel,Automatic,617578
Hyundai i20,Hyundai,i20,2012,42779,Diesel,Manual,1046093
Ford Endeavour,Ford,Endeavour,2022,50673,CNG,Automatic,655177
Mahindra Scorpio,Mahindra,Scorpio,2019,192776,Diesel,Manual,136322
Kia Seltos,Kia,Seltos,2013,111023,CNG,Automatic,1340873
Volkswagen Polo,Volkswagen,Polo,2015,130073,Diesel,Manual,81814
Kia Sonet,Kia,Sonet,2006,181360,Diesel,Automatic,1078956
Mahindra XUV300,Mahindra,XUV300,2009,99323,Petrol,Automatic,1060686
Kia Sonet,Kia,Sonet,2010,175764,Diesel,Automatic,558156
Volkswagen Polo,Volkswagen,Polo,2010,92008,Diesel,Automatic,50000
Honda Amaze,Honda,Amaze,2016,100644,Diesel,Automatic,256250
Tata Tiago,Tata,Tiago,2020,107994,CNG,Manual,820878
Mahindra XUV500,Mahindra,XUV500,2021,19219,CNG,Manual,1102213
Honda Amaze,Honda,Amaze,2016,133312,CNG,Automatic,712867
Hyundai i20,Hyundai,i20,2023,53049,Diesel,Automatic,480022
Maruti Swift,Maruti,Swift,2008,134868,Diesel,Automatic,369401
Renault Kwid,Renault,Kwid,2007,106872,CNG,Manual,706420
Kia Sonet,Kia,Sonet,2022,65909,Petrol,Manual,178071
Ford Endeavour,Ford,Endeavour,2012,188677,Petrol,Manual,50000
Ford Endeavour,Ford,Endeavour,2019,75234,Petrol,Automatic,1193485
Hyundai i20,Hyundai,i20,2008,176406,Diesel,Manual,614112
Honda Amaze,Honda,Amaze,2006,34435,Petrol,Manual,1093874
Volkswagen Vento,Volkswagen,Vento,2006,63344,Petrol,Automatic,359739
Kia Sonet,Kia,Sonet,2021,38794,Diesel,Manual,688241
Renault Duster,Renault,Duster,2014,59672,CNG,Manual,1201806
Hyundai Creta,Hyundai,Creta,2011,24395,Petrol,Manual,1260124
Maruti Alto,Maruti,Alto,2022,36468,CNG,Automatic,331455
Tata Nexon,Tata,Nexon,2021,28014,Petrol,Automatic,524790
Mahindra XUV300,Mahindra,XUV300,2020,30335,Petrol,Manual,1058103
Volkswagen Vento,Volkswagen,Vento,2017,165372,Diesel,Automatic,74685
Ford EcoSport,Ford,EcoSport,2006,116101,Petrol,Automatic,1083982
Mahindra XUV300,Mahindra,XUV300,2018,197644,Petrol,Manual,243386
Maruti Dzire,Maruti,Dzire,2016,7558,Petrol,Manual,965765
Toyota Fortuner,Toyota,Fortuner,2016,190087,Petrol,Manual,50000
Toyota Innova,Toyota,Innova,2019,182038,Petrol,Manual,1115907
Honda City,Honda,City,2009,86587,Petrol,Automatic,744322
Honda Jazz,Honda,Jazz,2012,67660,Diesel,Automatic,1020884
Hyundai i20,Hyundai,i20,2007,146368,Petrol,Manual,1101388
Mahindra XUV300,Mahindra,XUV300,2006,135425,Diesel,Manual,245254
Renault Duster,Renault,Duster,2021,152752,CNG,Manual,1221613
Honda Jazz,Honda,Jazz,2008,184488,CNG,Automatic,1044595
Mahindra Scorpio,Mahindra,Scorpio,2006,61927,Petrol,Manual,1052024
Tata Harrier,Tata,Harrier,2021,169793,Petrol,Automatic,832065
Ford EcoSport,Ford,EcoSport,2011,172370,Petrol,Manual,50000
Ford Endeavour,Ford,Endeavour,2008,9886,Petrol,Automatic,675537
Renault Kwid,Renault,Kwid,2006,44039,CNG,Manual,759948
Honda City,Honda,City,2015,168404,Diesel,Automatic,927511
Ford Endeavour,Ford,Endeavour,2006,56039,Diesel,Manual,709999
Volkswagen Polo,Volkswagen,Polo,2020,195535,Petrol,Automatic,1022305
Kia Sonet,Kia,Sonet,2007,77872,Diesel,Automatic,138743
Ford EcoSport,Ford,EcoSport,2008,175840,Diesel,Automatic,822972
Kia Sonet,Kia,Sonet,2017,36773,CNG,Manual,1251770
Mahindra Scorpio,Mahindra,Scorpio,2006,56651,Diesel,Automatic,627967
Tata Tiago,Tata,Tiago,2021,137099,Diesel,Automatic,828398
Mahindra Scorpio,Mahindra,Scorpio,2016,190196,CNG,Manual,735359
Toyota Fortuner,Toyota,Fortuner,2014,192421,CNG,Automatic,334034
Honda City,Honda,City,2006,5242,Petrol,Automatic,258311
Toyota Glanza,Toyota,Glanza,2012,179837,Diesel,Manual,692953
Mahindra XUV300,Mahindra,XUV300,2017,33103,Diesel,Manual,789685
Mahindra XUV500,Mahindra,XUV500,2008,84809,CNG,Manual,152774
Toyota Fortuner,Toyota,Fortuner,2010,106643,Diesel,Manual,1162356
Tata Tiago,Tata,Tiago,2007,196283,CNG,Automatic,807215
Renault Duster,Renault,Duster,2006,133777,CNG,Manual,64464
Volkswagen Polo,Volkswagen,Polo,2016,151690,Diesel,Automatic,882693
Volkswagen Polo,Volkswagen,Polo,2005,49493,CNG,Automatic,793115
Tata Nexon,Tata,Nexon,2010,51930,Petrol,Manual,1148449
Honda Jazz,Honda,Jazz,2021,125658,CNG,Automatic,1284330
Hyundai i20,Hyundai,i20,2010,28614,CNG,Manual,401292
Hyundai Creta,Hyundai,Creta,2009,6697,Diesel,Manual,1139511
Tata Altroz,Tata,Altroz,2014,25340,Diesel,Automatic,688936
Toyota Glanza,Toyota,Glanza,2020,89996,Petrol,Manual,137203
Tata Nexon,Tata,Nexon,2012,135506,Petrol,Automatic,1049990
Tata Altroz,Tata,Altroz,2014,124492,Petrol,Automatic,600545
Ford EcoSport,Ford,EcoSport,2021,181037,CNG,Automatic,975995
Renault Duster,Renault,Duster,2016,44288,CNG,Manual,467818
Maruti Alto,Maruti,Alto,2010,167423,Diesel,Automatic,983127
Maruti WagonR,Maruti,WagonR,2010,163943,Diesel,Manual,50000
Kia Seltos,Kia,Seltos,2008,61760,Diesel,Manual,95483
Kia Seltos,Kia,Seltos,2018,38589,Petrol,Manual,1367566
Volkswagen Vento,Volkswagen,Vento,2014,128409,CNG,Automatic,604653
Volkswagen Polo,Volkswagen,Polo,2017,31886,Diesel,Manual,651367
Ford Endeavour,Ford,Endeavour,2018,32699,Petrol,Manual,820456
Mahindra XUV300,Mahindra,XUV300,2022,73445,CNG,Automatic,510820
Renault Kwid,Renault,Kwid,2018,138771,Petrol,Manual,869386
Honda City,Honda,City,2012,15413,Petrol,Automatic,1177896
Ford EcoSport,Ford,EcoSport,2006,99729,Petrol,Manual,515945
Renault Kwid,Renault,Kwid,2009,71491,Petrol,Manual,331769
Volkswagen Vento,Volkswagen,Vento,2008,91623,Diesel,Manual,762869
Renault Kwid,Renault,Kwid,2006,98420,Petrol,Automatic,785775
Kia Seltos,Kia,Seltos,2022,42871,Diesel,Manual,167858
Hyundai Verna,Hyundai,Verna,2017,67432,Petrol,Automatic,1195436
Volkswagen Polo,Volkswagen,Polo,2012,60316,Petrol,Automatic,680278
Mahindra XUV500,Mahindra,XUV500,2014,142006,Diesel,Manual,414830
Hyundai Verna,Hyundai,Verna,2005,191315,CNG,Manual,50000
Ford EcoSport,Ford,EcoSport,2018,54639,CNG,Automatic,431653
Tata Nexon,Tata,Nexon,2019,15775,Diesel,Manual,1207942
Mahindra XUV500,Mahindra,XUV500,2017,71021,CNG,Automatic,644795
Tata Tiago,Tata,Tiago,2021,164068,Diesel,Automatic,338182
Mahindra Scorpio,Mahindra,Scorpio,2013,131121,CNG,Automatic,64267
Kia Seltos,Kia,Seltos,2010,159971,Diesel,Automatic,1289763
Kia Seltos,Kia,Seltos,2013,91741,Diesel,Automatic,389602
Kia Seltos,Kia,Seltos,2008,135871,Diesel,Manual,50000
Honda Amaze,Honda,Amaze,2018,147876,CNG,Automatic,282043
Maruti Swift,Maruti,Swift,2020,96434,Diesel,Manual,661543
Renault Kwid,Renault,Kwid,2006,28058,Diesel,Automatic,1141333
Renault Duster,Renault,Duster,2018,155083,Diesel,Manual,777770
Volkswagen Polo,Volkswagen,Polo,2014,160691,Diesel,Manual,86820
Honda City,Honda,City,2009,107772,Petrol,Manual,1154729
Renault Kwid,Renault,Kwid,2023,147906,Petrol,Manual,1139257
Mahindra XUV500,Mahindra,XUV500,2017,5044,Petrol,Manual,1154407
Renault Kwid,Renault,Kwid,2014,18484,CNG,Manual,789812
Toyota Glanza,Toyota,Glanza,2007,9232,CNG,Automatic,418312
Toyota Fortuner,Toyota,Fortuner,2013,42632,Petrol,Automatic,673977
Volkswagen Vento,Volkswagen,Vento,2011,15743,CNG,Manual,1091113
Mahindra XUV300,Mahindra,XUV300,2010,11449,Petrol,Manual,547885
Tata Harrier,Tata,Harrier,2008,139222,Petrol,Manual,1014713
Ford EcoSport,Ford,EcoSport,2007,84328,Diesel,Automatic,290003
Honda Jazz,Honda,Jazz,2022,47739,CNG,Manual,781318
Kia Sonet,Kia,Sonet,2018,185031,Petrol,Manual,793007
Hyundai Verna,Hyundai,Verna,2016,69421,CNG,Manual,537915
Ford Endeavour,Ford,Endeavour,2022,184148,Petrol,Manual,1106735
Tata Harrier,Tata,Harrier,2019,188467,Petrol,Automatic,220292
Renault Kwid,Renault,Kwid,2023,94822,Diesel,Manual,1218584
Honda City,Honda,City,2021,57934,Petrol,Manual,763086
Toyota Innova,Toyota,Innova,2015,65183,CNG,Manual,1219903
Ford EcoSport,Ford,EcoSport,2012,103527,Diesel,Manual,375213
Renault Kwid,Renault,Kwid,2016,91331,Diesel,Manual,1144200
Mahindra XUV500,Mahindra,XUV500,2020,96553,Diesel,Automatic,943779
Kia Sonet,Kia,Sonet,2006,46878,Petrol,Manual,941409
Toyota Innova,Toyota,Innova,2022,163593,CNG,Automatic,367706
Ford EcoSport,Ford,EcoSport,2021,10022,CNG,Automatic,474844
Honda Jazz,Honda,Jazz,2023,128325,Petrol,Automatic,701337
Toyota Innova,Toyota,Innova,2009,197810,CNG,Manual,306541
Tata Nexon,Tata,Nexon,2023,5267,Petrol,Manual,452508
Mahindra XUV500,Mahindra,XUV500,2018,92391,Diesel,Automatic,343558
Renault Kwid,Renault,Kwid,2017,27133,Diesel,Manual,382761
Toyota Fortuner,Toyota,Fortuner,2016,142305,Diesel,Manual,1101172
Ford EcoSport,Ford,EcoSport,2019,120904,CNG,Automatic,899648
Mahindra Scorpio,Mahindra,Scorpio,2017,137017,Diesel,Automatic,242566
Maruti Dzire,Maruti,Dzire,2009,109993,Petrol,Automatic,227952
Kia Seltos,Kia,Seltos,2010,49563,CNG,Automatic,521259
Renault Kwid,Renault,Kwid,2016,81552,Petrol,Manual,308075
Tata Nexon,Tata,Nexon,2007,66181,CNG,Automatic,1154773
Tata Tiago,Tata,Tiago,2015,96925,CNG,Automatic,335106
Toyota Fortuner,Toyota,Fortuner,2007,12213,Petrol,Manual,1329603
Maruti Baleno,Maruti,Baleno,2017,17783,Petrol,Automatic,1139096
Volkswagen Polo,Volkswagen,Polo,2017,52751,CNG,Manual,144301
Mahindra XUV500,Mahindra,XUV500,2014,66239,Petrol,Automatic,1045148
Volkswagen Vento,Volkswagen,Vento,2006,91226,Petrol,Automatic,125048
Maruti Baleno,Maruti,Baleno,2018,114462,CNG,Manual,1304464
Volkswagen Polo,Volkswagen,Polo,2016,111844,CNG,Manual,1241681
Mahindra XUV300,Mahindra,XUV300,2010,197735,CNG,Manual,970987
Maruti Alto,Maruti,Alto,2009,101949,CNG,Manual,693161
Renault Kwid,Renault,Kwid,2015,135489,Petrol,Manual,974988
Mahindra Scorpio,Mahindra,Scorpio,2015,164497,Petrol,Manual,975185
Toyota Fortuner,Toyota,Fortuner,2015,50395,CNG,Automatic,484826
Tata Tiago,Tata,Tiago,2023,155779,CNG,Automatic,542955
Renault Kwid,Renault,Kwid,2006,27895,Petrol,Automatic,462167
Maruti Swift,Maruti,Swift,2005,52216,Petrol,Automatic,82597
Toyota Fortuner,Toyota,Fortuner,2010,149026,CNG,Automatic,967787
Honda City,Honda,City,2019,128037,CNG,Manual,100591
Mahindra Scorpio,Mahindra,Scorpio,2014,107603,CNG,Manual,729787
Tata Tiago,Tata,Tiago,2015,135579,Petrol,Automatic,1184166
Renault Duster,Renault,Duster,2014,178939,Petrol,Automatic,577110
Honda Amaze,Honda,Amaze,2009,146831,Diesel,Manual,829303
Toyota Innova,Toyota,Innova,2018,26475,Petrol,Manual,849883
Volkswagen Polo,Volkswagen,Polo,2008,10125,Petrol,Automatic,1215795
Honda Amaze,Honda,Amaze,2012,141948,Diesel,Automatic,462543
Maruti WagonR,Maruti,WagonR,2008,78533,Diesel,Automatic,915181
Ford EcoSport,Ford,EcoSport,2010,116339,CNG,Manual,267170
Honda City,Honda,City,2015,175886,Petrol,Manual,649838
Ford Endeavour,Ford,Endeavour,2017,117936,Petrol,Automatic,1295433
Honda Amaze,Honda,Amaze,2021,87499,Petrol,Automatic,176729
Ford EcoSport,Ford,EcoSport,2018,195043,CNG,Automatic,900423
Mahindra XUV300,Mahindra,XUV300,2020,198207,Diesel,Automatic,806050
Hyundai Verna,Hyundai,Verna,2005,79657,Diesel,Automatic,558953
Volkswagen Polo,Volkswagen,Polo,2009,33717,Petrol,Manual,74119
Renault Kwid,Renault,Kwid,2011,56876,Diesel,Automatic,620045
Tata Tiago,Tata,Tiago,2005,32555,Diesel,Automatic,573354
Renault Duster,Renault,Duster,2009,35645,CNG,Automatic,536124
Tata Harrier,Tata,Harrier,2010,186639,Diesel,Manual,50000
Renault Duster,Renault,Duster,2022,125553,Petrol,Manual,777711
Toyota Innova,Toyota,Innova,2018,38715,Petrol,Automatic,1304847
Tata Nexon,Tata,Nexon,2012,84978,Diesel,Automatic,854384
Volkswagen Polo,Volkswagen,Polo,2023,55479,Diesel,Automatic,402326
Volkswagen Polo,Volkswagen,Polo,2008,134087,Petrol,Automatic,1184814
Volkswagen Vento,Volkswagen,Vento,2009,67991,Petrol,Automatic,995886
Maruti Alto,Maruti,Alto,2007,25840,Diesel,Automatic,936339
Toyota Glanza,Toyota,Glanza,2016,152894,Diesel,Automatic,467306
Ford EcoSport,Ford,EcoSport,2009,146707,Diesel,Manual,644423
Kia Sonet,Kia,Sonet,2005,71660,CNG,Manual,860923
Maruti Dzire,Maruti,Dzire,2010,9902,Diesel,Automatic,349607
Honda Jazz,Honda,Jazz,2010,137354,CNG,Automatic,334401
Volkswagen Vento,Volkswagen,Vento,2010,29913,Petrol,Automatic,477990
Ford EcoSport,Ford,EcoSport,2013,95788,Petrol,Manual,332705
Toyota Glanza,Toyota,Glanza,2020,189704,Petrol,Manual,264748
Tata Tiago,Tata,Tiago,2014,172183,Diesel,Automatic,189687
Honda Amaze,Honda,Amaze,2022,182922,Diesel,Automatic,533965
Maruti Swift,Maruti,Swift,2019,54464,Petrol,Manual,244443
Hyundai i10,Hyundai,i10,2008,82923,Diesel,Automatic,1043165
Volkswagen Polo,Volkswagen,Polo,2020,92501,CNG,Manual,938717
Maruti Alto,Maruti,Alto,2017,55532,Diesel,Manual,387978
Maruti Alto,Maruti,Alto,2018,7313,Petrol,Automatic,167322
Ford EcoSport,Ford,EcoSport,2011,118314,CNG,Automatic,873826
Kia Sonet,Kia,Sonet,2007,58046,CNG,Automatic,822065
Ford EcoSport,Ford,EcoSport,2022,33143,Petrol,Automatic,354040
Hyundai Creta,Hyundai,Creta,2017,158316,Petrol,Automatic,1246360
Hyundai Verna,Hyundai,Verna,2015,91432,Diesel,Automatic,1030710
